,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,APPLE,ASUS,Avita,DELL,HP,Lenovo,MSI,Other_B,acer,AMD,Intel,M1,MediaTek,Qualcomm,Celeron Dual,Core i3,Core i5,Core i7,Core i9,M1,Other_P,Pentium Quad,Ryzen 3,Ryzen 5,Ryzen 7,Ryzen 9,DOS,Mac,Windows
129,11,3,1,7,0,1,0,1,14.1,1,0,1,44990,58990,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
130,11,3,1,7,0,1,0,1,15.6,2,0,1,42990,63790,32,4.4,984,99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
131,11,2,1,7,0,1,0,1,,1,0,1,45490,46990,3,4.3,523,66,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
132,10,2,1,7,0,0,0,1.5,,0,0,0,38799,47916,19,4.4,30,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
133,11,2,1,7,0,1,0,1.5,,1,1,1,69267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
134,11,2,1,7,0,1,0,1.5,,1,0,1,51649,62990,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
135,11,2,1,7,0,1,0,1,,1,0,1,47990,51165,6,4.3,1605,215,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
136,10,2,1,7,0,1,0,1.5,,1,0,0,40990,49990,18,4.4,4008,519,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
137,10,2,1,7,0,1,0,1,,1,0,1,42990,50990,15,4.4,1869,234,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
138,11,2,1,7,0,1,0,1.5,,1,0,0,44890,56999,21,3.9,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
139,10,2,1,7,0,1,0,1.5,,1,0,0,41490,49990,17,4.4,4008,519,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
140,11,2,1,7,0,0,0,1,,1,0,0,50990,51748,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
141,11,2,1,7,0,1,0,1,,1,0,1,48900,50000,2,4.3,1278,135,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
142,10,2,1,7,0,1,0,1.5,,1,0,0,40990,49990,18,4.4,4008,519,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
143,10,2,1,7,0,1,0,1.5,,0,0,0,41790,54784,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
144,11,2,1,7,0,1,0,1.5,,1,1,1,57999,85000,31,3.4,10,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
145,11,3,1,7,0,1,0,1,15.6,0,0,0,45930,58229,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
146,11,3,1,7,0,1,0,1.5,14,1,1,1,55490,65853,15,4.3,143,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
147,10,3,1,0,1,1,0,1.5,14.1,1,0,0,32890,46990,30,3.9,28,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
148,10,3,1,0,1,1,0,1,15.6,1,0,1,35990,57290,37,4,2124,233,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
149,11,3,1,0,1,1,0,1,15.6,0,0,0,42490,50693,16,4,276,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150,11,3,1,0,1,1,0,1,14,0,0,0,42190,44780,5,3.9,250,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
151,10,3,1,0,1,1,0,1,14,1,0,1,39490,54517,27,4,1917,189,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
152,11,3,1,0,1,1,0,1,15.6,1,0,1,43690,48933,10,4.1,4999,490,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
153,10,2,1,0,1,1,0,1.5,15.6,1,0,0,35990,48990,26,3.8,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
154,11,3,1,0,1,0,0,1.5,15.6,0,0,0,43800,55506,21,4.2,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
155,10,3,1,0,1,0,0,1.5,15.6,0,0,0,38990,55890,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
156,10,2,1,0,1,1,0,1,15.6,1,0,0,34990,40990,14,3.7,4203,490,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
157,11,3,1,0,1,1,0,1.5,15.6,1,0,0,38900,51990,25,3.9,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
158,10,2,1,0,1,1,0,1,,1,0,0,39990,55534,27,3.8,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
159,10,2,1,0,1,0,0,1.5,,0,0,0,40890,45990,11,4,527,46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
160,10,2,1,0,1,1,0,1,,1,0,0,36990,57990,36,3.7,103,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
161,11,2,1,0,1,1,0,1,,1,0,1,39990,45514,12,3.9,324,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
162,11,2,1,0,1,1,0,1,,1,0,1,41990,47264,11,4,69,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
163,11,2,1,0,1,0,0,1.5,,0,0,0,43970,46138,4,3.9,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
164,11,2,1,0,1,1,0,1,,1,0,0,39790,43296,8,3.9,40,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
165,10,2,1,0,1,0,0,1,,0,0,0,35590,45990,22,3.4,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
166,10,2,1,0,1,1,0,1,,1,0,1,36490,42787,14,3.8,1146,175,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
167,10,2,1,0,1,1,0,1,,1,0,1,38990,45990,15,4,1850,216,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
168,10,2,1,0,1,0,0,1,,0,0,0,33990,39990,15,3.7,43,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
169,10,2,1,0,1,1,0,1.5,,1,0,1,43400,49000,11,4.1,231,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
170,,2,4,0,3,0,0,1.5,,0,0,0,24990,30990,19,4.2,502,93,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,10,2,1,0,1,1,0,1,,1,0,1,40750,43090,5,4.1,1096,116,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
172,10,2,1,0,1,1,0,1,,1,0,1,43000,46629,7,4.1,313,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
173,10,2,1,0,1,1,0,1.5,,0,0,0,38000,42990,11,4.7,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
174,11,3,1,0,1,1,0,1,14.96,1,0,1,37990,51493,26,3.7,265,46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
175,7,3,1,0,1,1,2,1.5,15.6,0,0,0,49279,0,0,4.5,38,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
176,10,3,1,0,1,0,0,1.5,15.6,0,0,0,38999,50990,23,3.6,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
177,11,3,1,0,1,0,0,1.5,15.6,0,0,0,41500,51990,20,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
178,11,2,1,0,1,0,0,1.5,15.6,0,0,0,36999,45000,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
179,11,3,1,0,1,0,0,1.5,15.6,0,0,0,42900,55351,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
180,,2,4,0,3,0,0,1.5,,0,0,0,21490,25990,17,3.9,818,113,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,11,3,1,0,1,0,0,1.5,15.6,0,0,0,41480,48990,15,3.8,25,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
182,10,3,1,0,1,1,0,1.5,15.6,0,0,0,32990,43990,25,2,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
183,11,3,1,0,1,1,0,1.5,15.6,1,0,0,38680,51990,25,3.2,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
184,,2,4,0,3,0,0,1.5,,0,0,0,23990,29990,20,4.1,974,170,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,10,3,1,0,1,1,0,1,14.96,0,0,0,40390,54992,26,3.2,83,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
186,10,2,1,0,1,1,0,1,14.1,0,0,0,33990,39990,15,3.4,31,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
187,,2,4,0,3,0,0,1.5,,0,0,0,20490,24990,18,3.9,637,91,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,10,3,1,4,1,1,0,1,15.6,1,0,1,41490,54782,24,5,7,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
189,11,3,1,4,1,1,0,1.5,15.6,0,0,0,45490,60371,24,4.3,207,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
190,11,3,1,4,1,1,0,1.5,15.6,0,0,0,44490,57479,22,4.3,844,103,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
191,11,3,1,4,1,1,0,1.5,14.1,1,0,1,41890,57990,27,4.2,53,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
192,11,2,1,4,1,1,0,1,14,1,0,1,42990,43126,0,4.1,62,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
193,11,3,1,4,1,1,0,1.5,14,0,0,0,40990,60000,31,4.2,38,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
194,11,3,1,4,1,1,0,1,15.6,1,0,0,48990,59990,18,4.1,724,92,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
195,11,2,1,4,1,1,0,1,,1,0,1,43590,59781,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
196,10,2,1,4,1,1,0,1.5,,1,0,0,44690,60122,25,4.3,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
197,10,2,1,4,1,1,0,1.5,,0,0,0,40990,51990,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
198,11,2,1,4,1,1,0,1,,1,0,1,43990,56743,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
199,11,2,1,4,1,1,0,1,,1,0,1,43590,57863,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
200,10,2,1,4,1,1,0,1,,1,0,1,41390,51976,20,4.2,56,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
201,10,2,1,4,1,1,0,1,,1,0,1,44290,57858,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
202,11,2,1,4,1,1,0,1.5,,1,0,0,48999,57095,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
203,11,2,1,4,1,1,0,1,,1,0,1,39990,45810,12,3.9,170,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
204,10,3,1,4,1,1,0,1,15.6,0,0,0,46390,59101,21,2.9,95,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
205,,2,4,0,3,1,0,1.5,,0,0,0,18990,22990,17,3.6,197,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,,2,4,0,3,0,0,1.5,,0,0,0,17990,21990,18,3.6,1180,148,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,,2,1,0,3,1,0,1.5,,0,0,0,26470,31532,16,3.6,232,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,,2,1,0,3,1,0,1.5,,0,0,0,27990,31532,11,3.8,596,65,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,,2,1,0,1,0,0,1.5,15.6,0,0,0,29999,37400,19,3.3,19,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,,2,5,0,3,1,0,1.5,,0,0,0,25990,40490,35,3.7,84,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,,2,4,0,3,0,0,1.5,,0,0,0,16990,24840,31,3.4,414,54,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,,2,4,0,3,0,0,1.5,,0,0,0,24990,34890,28,2.8,70,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,,2,1,0,3,0,0,1.5,,0,0,0,99990,149999,33,4.5,1336,186,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
214,,3,2,0,3,0,4,1.5,,0,0,0,50990,89999,43,4.4,10966,1185,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
215,,3,4,0,3,0,0,1.5,,1,0,0,119990,124900,3,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
216,10,3,4,0,3,0,0,1.5,,0,0,0,94190,124999,24,4.3,31,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
217,10,3,4,0,3,0,4,1.5,,0,0,0,106167,120990,12,4.5,1881,241,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
218,10,3,4,0,3,0,4,1.5,,1,0,0,68090,69500,2,1.6,23,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
219,10,3,4,0,3,0,0,1,,1,0,0,139990,155720,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
220,10,3,4,0,3,0,0,1,,0,0,0,55990,63179,11,4,818,109,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
221,10,3,4,0,3,0,4,1.5,,0,0,0,102551,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
222,10,3,4,0,3,0,0,1.5,,0,0,0,72990,90000,18,4.2,204,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
223,10,3,4,0,3,0,2,1.5,,0,0,0,46990,62290,24,4.2,4428,569,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
224,10,3,5,2,0,1,0,1.5,,0,1,0,100190,104999,4,4.4,56,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
225,7,3,0,2,0,1,0,1.5,,0,1,0,52990,55999,5,3.5,30,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
226,8,3,0,2,0,1,0,1.5,,0,1,0,91999,0,0,4.5,49,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
227,7,2,0,2,0,1,0,1.5,12.2,0,1,0,52990,55999,5,3.9,28,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
228,8,3,1,2,0,1,0,1,13.3,1,0,0,76012,0,0,4.3,129,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
229,11,3,1,4,0,1,0,1.5,15.6,2,0,1,49490,75390,34,4.3,365,35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
230,10,3,4,0,3,0,0,1.5,,0,0,0,102990,139890,26,4.6,79,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
231,7,3,0,4,0,1,0,1,,1,0,1,86867,99999,13,4.4,39,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
232,10,3,1,4,0,1,0,1.5,,0,0,0,76990,104000,25,4.5,15,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233,11,3,1,4,0,1,0,1,,0,0,0,76990,106000,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234,11,3,1,4,0,1,0,1,,1,0,0,48990,58990,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
235,10,3,1,4,0,1,0,1.5,,0,0,0,62990,99000,36,4.6,68,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
236,11,3,1,4,0,1,0,1,,0,0,0,55990,71578,21,3.3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
237,8,3,0,4,0,1,0,1,,1,1,1,81998,82799,0,4,14,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
238,11,3,1,4,0,1,0,1,,0,0,0,76990,106000,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
239,8,3,1,4,0,1,0,1.5,,1,1,1,136590,151133,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
240,8,3,1,4,0,1,0,1,13.3,1,0,0,59490,65546,9,3.5,33,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
241,11,3,1,4,0,1,0,1,14.1,1,0,0,49800,66990,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
242,11,3,1,4,0,1,0,1.5,15.6,1,0,1,61999,68999,10,2.8,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
243,11,3,1,7,0,1,0,1,15.6,0,0,0,54990,70171,21,4.2,116,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
244,11,3,1,7,0,1,0,1,15.6,1,0,0,53990,70171,23,4.1,206,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
245,11,3,1,7,0,1,0,1.5,14,2,0,1,52990,74390,28,4.2,300,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
246,11,0,1,7,0,1,0,1,14,1,0,1,67990,78294,13,4.5,108,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
247,10,3,1,7,0,1,4,2.5,15.6,1,0,0,57990,81990,29,4.5,3712,412,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
248,11,0,1,7,0,1,0,1,15.6,1,0,1,62300,101390,38,4.4,825,95,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
249,11,3,1,7,0,1,0,1.5,14,1,0,1,52990,69999,24,4.4,3470,505,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
250,11,3,1,7,0,1,0,1,15.6,1,0,0,52990,84890,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
251,11,3,1,7,0,1,0,1,15.6,2,0,1,51990,88990,41,4.2,85,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
252,11,0,1,7,0,1,0,1,14,0,0,0,61990,97890,36,4.2,56,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
253,11,3,1,7,0,0,0,1,15.6,1,0,0,48990,59990,18,4.2,1708,242,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
254,11,3,5,7,0,0,0,1.5,14,1,1,1,63990,82990,22,4.6,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
255,11,3,1,7,0,1,0,1.5,15.6,1,0,1,65990,78109,15,4.6,17,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
256,10,3,1,7,0,1,0,1,14,0,0,0,47990,90000,46,4.4,1119,242,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
257,11,3,1,7,0,1,0,1,15.6,1,0,0,52990,75999,30,4.2,155,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
258,10,3,1,7,0,1,0,1,15.6,1,0,0,49990,79690,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
259,11,3,1,7,0,1,4,2.5,17.3,0,0,0,71990,115990,37,4.4,91,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
260,10,3,1,7,0,1,0,1.5,15.6,1,0,0,47990,62990,23,4,35,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
261,10,3,1,7,0,1,0,1,14,0,0,0,45990,74990,38,4.7,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
262,10,3,1,7,0,0,0,1,15.6,2,0,1,48490,64290,24,4.3,126,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
263,11,3,1,7,0,1,4,2.5,17.3,0,0,0,72990,105990,31,4.5,74,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
264,11,0,1,7,0,1,4,1.5,15.6,2,0,0,76990,106990,28,4.6,75,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
