,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,APPLE,ASUS,Avita,DELL,HP,Lenovo,MSI,Other_B,acer,AMD,Intel,M1,MediaTek,Qualcomm,Celeron Dual,Core i3,Core i5,Core i7,Core i9,M1,Other_P,Pentium Quad,Ryzen 3,Ryzen 5,Ryzen 7,Ryzen 9,DOS,Mac,Windows
265,11,0,1,7,0,1,6,2.5,15.6,1,0,1,89990,129990,30,4.6,124,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
266,10,3,1,7,0,1,4,1.5,15.6,2,0,0,59990,83990,28,4.5,1597,228,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
267,10,3,1,7,0,1,4,2.5,15.6,1,0,1,65990,89990,26,4.4,3850,378,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
268,11,3,1,7,0,1,0,1.5,14,0,1,0,71990,94201,23,4.7,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
269,11,3,1,7,0,1,0,1.5,14,0,1,0,71890,92549,22,4.3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
270,11,0,1,7,0,1,0,1,15.6,0,0,0,64990,97890,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
271,11,0,1,7,0,1,0,1.5,14,1,0,0,65990,90990,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
272,11,3,1,7,0,1,0,1,15.6,0,0,0,55999,66050,15,4.8,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
273,11,0,1,7,0,1,4,1.5,14,1,0,0,73490,110990,33,4.5,213,45,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
274,11,0,1,7,0,1,0,1,14,1,0,1,74490,85359,12,4.3,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
275,11,3,1,7,0,1,0,1,14,1,0,1,58340,74839,22,4,69,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
276,11,3,1,7,0,1,0,1,14,1,0,0,55999,75999,26,4.5,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
277,11,0,1,7,0,1,0,1,14,0,0,0,67990,89849,24,4.4,93,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
278,11,0,1,7,0,1,0,1.5,14,1,0,0,59990,80990,25,4.5,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
279,11,0,1,7,0,1,6,1.5,15.6,1,0,1,82990,104990,20,4.4,262,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
280,11,3,1,7,0,1,2,1.5,14,1,0,1,64190,85391,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
281,11,0,1,7,0,1,0,1,14,0,0,0,70090,89395,21,4,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
282,11,3,1,7,0,1,0,1.5,14,1,0,1,60999,69999,12,4.4,3470,505,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
283,10,3,1,7,0,1,2,1,15.6,1,0,0,49990,64990,23,4.1,45,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
284,11,3,1,7,0,1,0,1,14,0,0,0,55490,66990,17,3.9,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
285,11,3,5,7,0,1,0,1.5,13.3,0,1,0,97990,114749,14,5,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
286,9,3,1,7,0,1,4,2.5,15.6,1,0,1,54990,76990,28,4.4,1681,227,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
287,11,3,1,7,0,1,0,1,15,1,0,1,59990,115167,47,4.3,37,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
288,11,3,1,7,0,1,0,1,15.6,1,0,1,53990,79890,32,4.2,61,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
289,11,0,1,7,0,1,0,1,14,1,0,1,66999,79445,15,4.4,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
290,11,3,5,7,0,1,0,1,14,1,0,1,60990,89999,32,4.4,17,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
291,10,3,1,7,0,1,0,1,15.6,1,0,1,47990,62990,23,4.3,1625,152,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
292,11,3,1,7,0,0,0,1,14,1,0,1,59999,81684,26,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
293,10,0,1,7,0,1,4,1.5,15.6,1,0,0,79990,103102,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
294,10,3,1,7,0,1,4,2.5,15.6,1,0,0,63990,74990,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
295,11,3,1,7,0,1,0,1,15.6,1,0,1,63990,77327,17,4.7,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
296,11,0,1,7,0,1,0,1.5,14,1,0,0,59990,80990,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
297,11,3,1,7,0,1,0,1,14,1,0,0,55990,89790,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
298,11,0,1,7,0,1,0,1.5,14,1,0,0,59990,80990,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
299,11,3,1,7,0,1,0,1,15.6,1,0,1,63990,75023,14,4.7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
300,11,0,1,7,0,1,2,1.5,14,1,0,1,69490,92552,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
301,11,0,1,7,0,1,0,1.5,14,1,1,1,89390,109353,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
302,11,3,5,7,0,1,0,1,13.3,0,0,0,74990,86990,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
303,11,3,1,7,0,1,0,1.5,14,3,1,1,64990,151557,57,4,48,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
304,10,3,1,7,0,1,4,1.5,15.6,1,0,1,66490,93690,29,4.4,282,36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
305,11,0,1,7,0,1,2,1.5,15.6,1,0,1,89702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
306,11,0,1,7,0,1,2,1.5,15.6,1,0,1,70990,104890,32,4.2,67,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
307,10,3,5,7,0,1,0,1,14,0,0,0,42490,59999,29,4.1,383,65,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
308,11,0,1,7,0,1,0,1.5,17.3,1,1,1,58990,85990,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
309,10,3,1,7,0,1,2,1.5,15.6,1,0,1,57500,86720,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
310,11,3,1,7,0,1,2,1.5,14,1,1,1,79990,97946,18,4.6,23,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
311,10,3,1,7,0,1,0,1.5,14,0,0,0,56541,61990,8,4.4,677,87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
312,11,0,1,7,0,1,0,1,17.3,0,0,0,59990,82990,27,3.3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
313,11,0,1,7,0,1,0,1.5,13,1,0,1,64990,120708,46,4.4,46,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
314,11,3,1,7,0,1,0,1,14,1,0,0,61290,73774,16,3,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
315,11,3,1,7,0,1,0,1,14,1,0,1,54990,66470,17,4.2,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
316,11,3,1,7,0,1,0,1.5,,1,0,1,59990,112608,46,4.4,26,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
317,11,3,1,7,0,0,6,1.5,16,1,0,0,84990,129990,34,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
318,11,3,1,7,0,1,0,1,16,1,0,1,72500,80900,10,4.4,40,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
319,11,3,1,7,0,1,4,2.5,,0,0,0,59990,93690,35,3.9,44,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
320,11,3,1,7,0,1,0,1.5,16,1,1,1,87990,125890,30,4.7,28,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
321,11,3,1,7,0,1,0,1,,0,0,0,57990,63179,8,4.3,1541,123,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
322,11,3,1,7,0,1,0,1,16,1,0,1,69490,69736,0,4.2,72,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
323,11,3,1,7,0,1,0,1.5,16,3,1,1,68990,159180,56,4.6,44,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
324,11,3,1,7,0,0,0,1.5,16,1,0,1,77990,80366,2,4.3,17,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
325,11,3,5,7,0,1,0,1.5,16,1,1,0,105990,140990,24,4.4,59,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
326,11,3,5,7,0,1,0,1.5,16,1,0,0,79990,95990,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
327,11,3,1,7,0,1,0,1,,1,0,1,55490,80711,31,4.1,337,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
328,11,3,1,7,0,1,0,1,16,1,0,1,69990,104890,33,4.6,10,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
329,11,3,1,7,0,1,0,1.5,,1,1,1,84990,116990,27,4.2,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
330,11,3,1,7,0,1,0,1,,0,0,0,59990,76143,21,3.8,31,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
331,10,3,5,7,0,1,0,1,,1,0,1,111890,154446,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
332,11,3,1,7,0,1,2,1.5,,1,0,0,65990,88037,25,4.3,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
333,11,3,5,7,0,0,0,1.5,,1,0,1,72990,90990,19,4.7,76,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
334,11,3,1,7,0,1,0,1,16,1,0,1,71090,89849,20,4.1,44,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
335,11,3,1,7,0,1,4,1.5,,2,0,0,74990,95990,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
336,10,3,3,7,0,1,0,1.5,,1,0,1,79990,98990,19,4.4,11,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
337,11,3,1,7,0,1,0,1.5,,1,0,0,55490,67990,18,4.3,138,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
338,11,3,1,7,0,1,2,1,,1,0,1,66490,87168,23,4.1,199,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
339,11,3,1,7,0,1,0,1.5,,1,0,1,53400,69500,23,4.1,46,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
340,11,3,1,7,0,1,0,1.5,,1,1,1,74500,78990,5,4.4,45,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
341,11,3,5,7,0,1,0,1,16,1,0,1,114990,115729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
342,11,3,1,7,0,1,2,1,,0,0,0,61990,68859,9,4.1,35,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
343,10,3,5,7,0,1,0,1.5,16,1,0,0,159990,174900,8,4.4,32,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
344,8,3,0,7,0,1,0,1.5,,1,0,0,172090,179900,4,4.2,108,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
345,11,3,1,7,0,1,4,1.5,,0,0,0,74990,95990,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
346,10,3,1,7,0,1,0,1.5,,1,0,0,56490,57240,1,4.5,814,112,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
347,10,3,1,7,0,1,0,1,16,3,0,0,147000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
348,11,3,1,7,0,1,0,1,,1,0,1,55990,65438,14,4.2,75,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
349,11,3,1,7,0,1,4,2.5,,1,0,1,77990,93565,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
350,10,3,1,7,0,1,4,1.5,16,1,0,1,106490,138366,23,4.7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
351,11,3,1,7,0,0,2,1.5,16,1,0,1,70990,113290,37,4.6,11,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
352,11,3,1,7,0,1,0,1.5,,1,0,1,64990,77487,16,4.4,125,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
353,11,3,1,7,0,1,0,1.5,,1,0,0,57990,65000,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
354,10,3,1,7,0,1,4,2.5,,1,0,0,64990,81990,20,4.5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
355,10,3,1,7,0,1,0,1.5,,1,0,0,54990,61990,11,4.4,714,147,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
356,8,3,1,7,0,1,0,1,,2,0,1,62890,84690,25,4,85,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
357,11,3,5,7,0,1,0,1.5,16,0,1,0,111999,146194,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
358,10,3,5,7,0,1,2,1.5,,1,0,1,70798,101090,29,4,21,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
359,9,3,1,7,0,1,4,1.5,,0,0,0,59990,84990,29,3.8,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
360,8,3,1,7,0,1,4,1.5,,1,0,0,99500,119999,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
361,10,3,1,7,0,1,0,1,,1,0,1,55990,77996,28,4.2,30,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
362,8,3,3,7,0,1,0,1,,1,0,0,72990,90990,19,4.2,44,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
363,8,3,0,7,0,1,0,1,,1,0,0,64990,87999,26,3.8,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
364,11,3,1,7,0,1,0,1,,0,0,0,57990,70990,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
365,11,3,1,7,0,1,2,1.5,16,1,1,1,76990,99203,22,4.4,14,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
366,11,3,1,7,0,1,0,1.5,,2,0,1,62998,79890,21,4.3,739,71,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
367,11,3,1,7,0,1,0,1.5,16,1,1,1,77990,98200,20,4.5,31,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
368,10,3,1,7,0,1,0,1.5,,1,1,1,114990,122803,6,4.4,145,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
369,10,3,1,7,0,1,2,1.5,,1,0,1,65990,75800,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
370,11,3,1,7,0,1,2,1.5,16,1,0,1,88990,90605,1,3.8,19,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
371,10,3,1,7,0,1,0,1.5,,0,0,0,113590,120000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
372,10,3,1,7,0,1,2,1.5,,1,0,0,54990,59999,8,4.3,545,74,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
373,11,3,5,7,0,1,0,1.5,,1,1,1,73990,84990,12,4.2,32,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
374,11,3,1,7,0,1,0,1,,0,0,0,86990,130000,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
375,11,3,1,7,0,1,0,1,,1,0,1,61000,68000,10,4.3,1124,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
376,11,3,5,7,0,1,0,1.5,,1,1,0,99990,122990,18,4.9,35,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
377,11,3,1,7,0,1,0,1,,1,0,1,67990,76915,11,4.8,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
378,11,3,1,7,0,1,0,1.5,,1,1,1,70799,89564,20,4.7,98,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
379,11,3,1,7,0,1,0,1,,1,0,1,65990,75879,13,4.1,31,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
380,8,3,1,7,0,1,0,1,,1,0,0,53690,58990,8,4.4,19,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
381,11,3,1,7,0,1,0,1,,1,0,0,55990,67990,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
382,11,3,1,7,0,1,0,1.5,,1,0,1,53190,69990,24,4.5,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
383,10,3,1,7,0,0,2,1.5,,2,0,1,58999,65999,10,4.4,45,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
384,11,3,1,7,0,1,2,1,,3,0,0,71990,86000,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
385,11,3,1,7,0,0,4,1.5,,0,0,0,82000,89000,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
386,11,3,5,7,0,1,0,1,16,0,0,0,84990,104990,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
387,11,3,1,7,0,1,2,1.5,,0,0,0,89998,101525,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
388,11,3,5,7,0,1,0,1.5,,1,1,0,99990,122990,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
389,11,3,5,7,0,1,0,1,,0,0,0,84990,110990,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
390,10,3,1,7,0,1,4,2.5,,0,0,0,69899,73899,5,4.3,474,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
391,10,3,1,7,0,1,4,1.5,,1,0,0,79990,117587,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
392,10,3,1,7,0,1,4,1.5,,1,0,0,76300,79999,4,4.2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
393,10,3,1,7,0,1,0,1.5,,1,0,1,55999,89999,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
394,11,3,1,7,0,1,0,1,,0,0,0,72900,74900,2,3.9,24,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
395,11,3,1,7,0,1,0,1.5,,1,1,1,73990,92600,20,4.5,195,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
396,11,3,4,7,0,1,0,1,16,0,0,0,84990,104990,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
397,11,3,1,7,0,0,2,1.5,16,0,0,0,73519,88400,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
398,10,3,1,7,0,1,0,1.5,,1,1,0,126000,152042,17,5,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
399,10,3,4,0,3,0,0,1.5,,0,0,0,171998,237890,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
400,11,3,1,7,0,1,6,1.5,16,1,0,0,88990,129990,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
401,11,3,1,7,0,1,0,1,16,1,1,1,114999,138166,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
